Fuel,Metering Arrangement,Charge Type,Payment Method,Region,Period,Cost Value
Electricity,Multi-Register,Unit Rate,DD,Yorkshire,January 2026 - March 2026,1156.3665880782596
Electricity,Multi-Register,Unit Rate,DD,Yorkshire,April 2026 - June 2026,1054.242420185727
Electricity,Multi-Register,Unit Rate,DD,Yorkshire,July 2026 - September 2026,992.0670412547099
Electricity,Multi-Register,Unit Rate,DD,Northern Scotland,October 2022 - December 2022,2111.28
Electricity,Multi-Register,Unit Rate,DD,Northern Scotland,January 2023 - March 2023,2821.14
Electricity,Multi-Register,Unit Rate,DD,Northern Scotland,April 2023 - June 2023,2172.61
Electricity,Multi-Register,Unit Rate,DD,Northern Scotland,July 2023 - September 2023,1351.6
Electricity,Multi-Register,Unit Rate,DD,Northern Scotland,October 2023 - December 2023,1255.73
Electricity,Multi-Register,Unit Rate,DD,Northern Scotland,January 2024 - March 2024,1307.93
Electricity,Multi-Register,Unit Rate,DD,Northern Scotland,April 2024 - June 2024,1162.3163071191507
Electricity,Multi-Register,Unit Rate,DD,Northern Scotland,July 2024 - September 2024,1075.7689108437403
Electricity,Multi-Register,Unit Rate,DD,Northern Scotland,October 2024 - December 2024,1167.371547906776
Electricity,Multi-Register,Unit Rate,DD,Northern Scotland,January 2025 - March 2025,1185.6073194493245
Electricity,Multi-Register,Unit Rate,DD,Northern Scotland,April 2025 - June 2025,1240.4493143007085
Electricity,Multi-Register,Unit Rate,DD,Northern Scotland,July 2025 - September 2025,1189.0529405264733
Electricity,Multi-Register,Unit Rate,DD,Northern Scotland,October 2025 - December 2025,1248.6263917779556
Electricity,Multi-Register,Unit Rate,DD,Northern Scotland,January 2026 - March 2026,1221.8800737877723
Electricity,Multi-Register,Unit Rate,DD,Northern Scotland,April 2026 - June 2026,1071.5503995019706
Electricity,Multi-Register,Unit Rate,DD,Northern Scotland,July 2026 - September 2026,1002.9031183492463
Electricity,Multi-Register,Unit Rate,DD,Southern,October 2022 - December 2022,2123.97
Electricity,Multi-Register,Unit Rate,DD,Southern,January 2023 - March 2023,2849.93
Electricity,Multi-Register,Unit Rate,DD,Southern,April 2023 - June 2023,2174.23
Electricity,Multi-Register,Unit Rate,DD,Southern,July 2023 - September 2023,1328.18
Electricity,Multi-Register,Unit Rate,DD,Southern,October 2023 - December 2023,1230.2
Electricity,Multi-Register,Unit Rate,DD,Southern,January 2024 - March 2024,1284.9
Electricity,Multi-Register,Unit Rate,DD,Southern,April 2024 - June 2024,1154.6023868997695
Electricity,Multi-Register,Unit Rate,DD,Southern,July 2024 - September 2024,1064.1552394458936
Electricity,Multi-Register,Unit Rate,DD,Southern,October 2024 - December 2024,1160.1078438698585
Electricity,Multi-Register,Unit Rate,DD,Southern,January 2025 - March 2025,1179.6572605367046
Electricity,Multi-Register,Unit Rate,DD,Southern,April 2025 - June 2025,1195.4509984997883
Electricity,Multi-Register,Unit Rate,DD,Southern,July 2025 - September 2025,1136.7212177513577
Electricity,Multi-Register,Unit Rate,DD,Southern,October 2025 - December 2025,1169.1072248251899
Electricity,Multi-Register,Unit Rate,DD,Southern,January 2026 - March 2026,1145.406241667462
Electricity,Multi-Register,Unit Rate,DD,Southern,April 2026 - June 2026,1040.4194438260745
Electricity,Multi-Register,Unit Rate,DD,Southern,July 2026 - September 2026,973.282727255502
Electricity,Multi-Register,Unit Rate,DD,Southern Scotland,October 2022 - December 2022,2128.48
Electricity,Multi-Register,Unit Rate,DD,Southern Scotland,January 2023 - March 2023,2856.93
Electricity,Multi-Register,Unit Rate,DD,Southern Scotland,April 2023 - June 2023,2191.88
Electricity,Multi-Register,Unit Rate,DD,Southern Scotland,July 2023 - September 2023,1347.21
Electricity,Multi-Register,Unit Rate,DD,Southern Scotland,October 2023 - December 2023,1249.2
Electricity,Multi-Register,Unit Rate,DD,Southern Scotland,January 2024 - March 2024,1303.46
Electricity,Multi-Register,Unit Rate,DD,Southern Scotland,April 2024 - June 2024,1132.9087731149011
Electricity,Multi-Register,Unit Rate,DD,Southern Scotland,July 2024 - September 2024,1043.0949207447159
Electricity,Multi-Register,Unit Rate,DD,Southern Scotland,October 2024 - December 2024,1138.0101576182137
Electricity,Multi-Register,Unit Rate,DD,Southern Scotland,January 2025 - March 2025,1157.106545759275
Electricity,Multi-Register,Unit Rate,DD,Southern Scotland,April 2025 - June 2025,1182.3347019066543
Electricity,Multi-Register,Unit Rate,DD,Southern Scotland,July 2025 - September 2025,1127.389459985733
Electricity,Multi-Register,Unit Rate,DD,Southern Scotland,October 2025 - December 2025,1189.2269498901128
Electricity,Multi-Register,Unit Rate,DD,Southern Scotland,January 2026 - March 2026,1166.6966297105405
Electricity,Multi-Register,Unit Rate,DD,Southern Scotland,April 2026 - June 2026,1072.9006195776005
Electricity,Multi-Register,Unit Rate,DD,Southern Scotland,July 2026 - September 2026,1008.3823697212263
Electricity,Multi-Register,Unit Rate,DD,N Wales and Mersey,October 2022 - December 2022,2197.2
Electricity,Multi-Register,Unit Rate,DD,N Wales and Mersey,January 2023 - March 2023,2939.64
Electricity,Multi-Register,Unit Rate,DD,N Wales and Mersey,April 2023 - June 2023,2259.13
Electricity,Multi-Register,Unit Rate,DD,N Wales and Mersey,July 2023 - September 2023,1397.76
Electricity,Multi-Register,Unit Rate,DD,N Wales and Mersey,October 2023 - December 2023,1298.59
Electricity,Multi-Register,Unit Rate,DD,N Wales and Mersey,January 2024 - March 2024,1354.22
Electricity,Multi-Register,Unit Rate,DD,N Wales and Mersey,April 2024 - June 2024,1192.3268612269208
Electricity,Multi-Register,Unit Rate,DD,N Wales and Mersey,July 2024 - September 2024,1100.7876945373166
Electricity,Multi-Register,Unit Rate,DD,N Wales and Mersey,October 2024 - December 2024,1197.3747359781123
Electricity,Multi-Register,Unit Rate,DD,N Wales and Mersey,January 2025 - March 2025,1217.1377530903799
Electricity,Multi-Register,Unit Rate,DD,N Wales and Mersey,April 2025 - June 2025,1322.5320391363334
Electricity,Multi-Register,Unit Rate,DD,N Wales and Mersey,July 2025 - September 2025,1266.1750601034037
Electricity,Multi-Register,Unit Rate,DD,N Wales and Mersey,October 2025 - December 2025,1297.1522439723574
Electricity,Multi-Register,Unit Rate,DD,N Wales and Mersey,January 2026 - March 2026,1270.7632628239028
Electricity,Multi-Register,Unit Rate,DD,N Wales and Mersey,April 2026 - June 2026,1150.7430914376562
Electricity,Multi-Register,Unit Rate,DD,N Wales and Mersey,July 2026 - September 2026,1079.2142081669879
Electricity,Multi-Register,Unit Rate,DD,London,October 2022 - December 2022,2137.2
Electricity,Multi-Register,Unit Rate,DD,London,January 2023 - March 2023,2871.94
Electricity,Multi-Register,Unit Rate,DD,London,April 2023 - June 2023,2173.14
Electricity,Multi-Register,Unit Rate,DD,London,July 2023 - September 2023,1317.91
Electricity,Multi-Register,Unit Rate,DD,London,October 2023 - December 2023,1220.55
Electricity,Multi-Register,Unit Rate,DD,London,January 2024 - March 2024,1275.9
Electricity,Multi-Register,Unit Rate,DD,London,April 2024 - June 2024,1110.4341522064651
Electricity,Multi-Register,Unit Rate,DD,London,July 2024 - September 2024,1018.8633310877486
Electricity,Multi-Register,Unit Rate,DD,London,October 2024 - December 2024,1113.8778669770347
Electricity,Multi-Register,Unit Rate,DD,London,January 2025 - March 2025,1133.8043616922362
Electricity,Multi-Register,Unit Rate,DD,London,April 2025 - June 2025,1171.964345861257
Electricity,Multi-Register,Unit Rate,DD,London,July 2025 - September 2025,1112.27735581189
Electricity,Multi-Register,Unit Rate,DD,London,October 2025 - December 2025,1142.4557344495279
Electricity,Multi-Register,Unit Rate,DD,London,January 2026 - March 2026,1121.152526190414
Electricity,Multi-Register,Unit Rate,DD,London,April 2026 - June 2026,1016.2681024855381
Electricity,Multi-Register,Unit Rate,DD,London,July 2026 - September 2026,950.1868337692295
Electricity,Multi-Register,Unit Rate,DD,South East,October 2022 - December 2022,2149.75
Electricity,Multi-Register,Unit Rate,DD,South East,January 2023 - March 2023,2876.11
Electricity,Multi-Register,Unit Rate,DD,South East,April 2023 - June 2023,2184.82
Electricity,Multi-Register,Unit Rate,DD,South East,July 2023 - September 2023,1338.1
Electricity,Multi-Register,Unit Rate,DD,South East,October 2023 - December 2023,1240.45
Electricity,Multi-Register,Unit Rate,DD,South East,January 2024 - March 2024,1295.23
Electricity,Multi-Register,Unit Rate,DD,South East,April 2024 - June 2024,1152.7691888010759
Electricity,Multi-Register,Unit Rate,DD,South East,July 2024 - September 2024,1062.5439078938202
Electricity,Multi-Register,Unit Rate,DD,South East,October 2024 - December 2024,1158.607716949471
Electricity,Multi-Register,Unit Rate,DD,South East,January 2025 - March 2025,1178.089777958851
Electricity,Multi-Register,Unit Rate,DD,South East,April 2025 - June 2025,1221.1826252738074
Electricity,Multi-Register,Unit Rate,DD,South East,July 2025 - September 2025,1163.5640215138412
Electricity,Multi-Register,Unit Rate,DD,South East,October 2025 - December 2025,1194.0664701678627
Electricity,Multi-Register,Unit Rate,DD,South East,January 2026 - March 2026,1169.422823241732
Electricity,Multi-Register,Unit Rate,DD,South East,April 2026 - June 2026,1064.420396247969
Electricity,Multi-Register,Unit Rate,DD,South East,July 2026 - September 2026,996.6310160461326
Electricity,Multi-Register,Unit Rate,DD,Eastern,October 2022 - December 2022,2128.65
Electricity,Multi-Register,Unit Rate,DD,Eastern,January 2023 - March 2023,2854.57
Electricity,Multi-Register,Unit Rate,DD,Eastern,April 2023 - June 2023,2166.71
Electricity,Multi-Register,Unit Rate,DD,Eastern,July 2023 - September 2023,1320.64
Electricity,Multi-Register,Unit Rate,DD,Eastern,October 2023 - December 2023,1223.05
Electricity,Multi-Register,Unit Rate,DD,Eastern,January 2024 - March 2024,1277.76
Electricity,Multi-Register,Unit Rate,DD,Eastern,April 2024 - June 2024,1128.4695588059008
Electricity,Multi-Register,Unit Rate,DD,Eastern,July 2024 - September 2024,1037.8553453902882
Electricity,Multi-Register,Unit Rate,DD,Eastern,October 2024 - December 2024,1134.0646706376824
Electricity,Multi-Register,Unit Rate,DD,Eastern,January 2025 - March 2025,1153.7102014328839
Electricity,Multi-Register,Unit Rate,DD,Eastern,April 2025 - June 2025,1212.0683064539824
Electricity,Multi-Register,Unit Rate,DD,Eastern,July 2025 - September 2025,1153.7756651997806
Electricity,Multi-Register,Unit Rate,DD,Eastern,October 2025 - December 2025,1184.0738682753356
Electricity,Multi-Register,Unit Rate,DD,Eastern,January 2026 - March 2026,1160.4275235011658
Electricity,Multi-Register,Unit Rate,DD,Eastern,April 2026 - June 2026,1054.4824523410289
Electricity,Multi-Register,Unit Rate,DD,Eastern,July 2026 - September 2026,987.7557529532884
Electricity,Multi-Register,Unit Rate,DD,East Midlands,October 2022 - December 2022,2086.74
Electricity,Multi-Register,Unit Rate,DD,East Midlands,January 2023 - March 2023,2800.56
Electricity,Multi-Register,Unit Rate,DD,East Midlands,April 2023 - June 2023,2138.09
Electricity,Multi-Register,Unit Rate,DD,East Midlands,July 2023 - September 2023,1304.47
Electricity,Multi-Register,Unit Rate,DD,East Midlands,October 2023 - December 2023,1207.48
Electricity,Multi-Register,Unit Rate,DD,East Midlands,January 2024 - March 2024,1261.33
Electricity,Multi-Register,Unit Rate,DD,East Midlands,April 2024 - June 2024,1097.4582272422326
Electricity,Multi-Register,Unit Rate,DD,East Midlands,July 2024 - September 2024,1008.5923906585563
Electricity,Multi-Register,Unit Rate,DD,East Midlands,October 2024 - December 2024,1103.1385044294238
Electricity,Multi-Register,Unit Rate,DD,East Midlands,January 2025 - March 2025,1122.2754585011985
Electricity,Multi-Register,Unit Rate,DD,East Midlands,April 2025 - June 2025,1178.6191567622338
Electricity,Multi-Register,Unit Rate,DD,East Midlands,July 2025 - September 2025,1119.7233437894986
Electricity,Multi-Register,Unit Rate,DD,East Midlands,October 2025 - December 2025,1149.3853975075713
Electricity,Multi-Register,Unit Rate,DD,East Midlands,January 2026 - March 2026,1127.5526177060638
Electricity,Multi-Register,Unit Rate,DD,East Midlands,April 2026 - June 2026,1009.0406335866337
Electricity,Multi-Register,Unit Rate,DD,East Midlands,July 2026 - September 2026,947.0889477898493
Electricity,Multi-Register,Unit Rate,DD,Midlands,October 2022 - December 2022,2125.8
Electricity,Multi-Register,Unit Rate,DD,Midlands,January 2023 - March 2023,2853.76
Electricity,Multi-Register,Unit Rate,DD,Midlands,April 2023 - June 2023,2166.94
Electricity,Multi-Register,Unit Rate,DD,Midlands,July 2023 - September 2023,1321.93
Electricity,Multi-Register,Unit Rate,DD,Midlands,October 2023 - December 2023,1224
Electricity,Multi-Register,Unit Rate,DD,Midlands,January 2024 - March 2024,1278.35
Electricity,Multi-Register,Unit Rate,DD,Midlands,April 2024 - June 2024,1125.2651955670763
Electricity,Multi-Register,Unit Rate,DD,Midlands,July 2024 - September 2024,1035.2345397952618
Electricity,Multi-Register,Unit Rate,DD,Midlands,October 2024 - December 2024,1130.709414482745
Electricity,Multi-Register,Unit Rate,DD,Midlands,January 2025 - March 2025,1150.1185034463772
Electricity,Multi-Register,Unit Rate,DD,Midlands,April 2025 - June 2025,1196.9483308199724
Electricity,Multi-Register,Unit Rate,DD,Midlands,July 2025 - September 2025,1138.4739372311951
Electricity,Multi-Register,Unit Rate,DD,Midlands,October 2025 - December 2025,1168.2976836954329
Electricity,Multi-Register,Unit Rate,DD,Midlands,January 2026 - March 2026,1146.2296214492803
Electricity,Multi-Register,Unit Rate,DD,Midlands,April 2026 - June 2026,1039.7977440353914
Electricity,Multi-Register,Unit Rate,DD,Midlands,July 2026 - September 2026,977.0878802587157
Electricity,Multi-Register,Unit Rate,DD,Southern Western,October 2022 - December 2022,2138.01
Electricity,Multi-Register,Unit Rate,DD,Southern Western,January 2023 - March 2023,2854.86
Electricity,Multi-Register,Unit Rate,DD,Southern Western,April 2023 - June 2023,2174.82
Electricity,Multi-Register,Unit Rate,DD,Southern Western,July 2023 - September 2023,1343.36
Electricity,Multi-Register,Unit Rate,DD,Southern Western,October 2023 - December 2023,1246.73
Electricity,Multi-Register,Unit Rate,DD,Southern Western,January 2024 - March 2024,1299.95
Electricity,Multi-Register,Unit Rate,DD,Southern Western,April 2024 - June 2024,1152.698244541659
Electricity,Multi-Register,Unit Rate,DD,Southern Western,July 2024 - September 2024,1064.2052618233931
Electricity,Multi-Register,Unit Rate,DD,Southern Western,October 2024 - December 2024,1158.8961560728808
Electricity,Multi-Register,Unit Rate,DD,Southern Western,January 2025 - March 2025,1177.7857706880354
Electricity,Multi-Register,Unit Rate,DD,Southern Western,April 2025 - June 2025,1239.2450744983776
Electricity,Multi-Register,Unit Rate,DD,Southern Western,July 2025 - September 2025,1183.334836747181
Electricity,Multi-Register,Unit Rate,DD,Southern Western,October 2025 - December 2025,1213.428401060679
Electricity,Multi-Register,Unit Rate,DD,Southern Western,January 2026 - March 2026,1188.374729267574
Electricity,Multi-Register,Unit Rate,DD,Southern Western,April 2026 - June 2026,1068.2793977238068
Electricity,Multi-Register,Unit Rate,DD,Southern Western,July 2026 - September 2026,1000.860035559807
Electricity,Multi-Register,Unit Rate,DD,South Wales,October 2022 - December 2022,2133.73
Electricity,Multi-Register,Unit Rate,DD,South Wales,January 2023 - March 2023,2857.58
Electricity,Multi-Register,Unit Rate,DD,South Wales,April 2023 - June 2023,2179.84
Electricity,Multi-Register,Unit Rate,DD,South Wales,July 2023 - September 2023,1339.61
Electricity,Multi-Register,Unit Rate,DD,South Wales,October 2023 - December 2023,1242.04
Electricity,Multi-Register,Unit Rate,DD,South Wales,January 2024 - March 2024,1296.01
Electricity,Multi-Register,Unit Rate,DD,South Wales,April 2024 - June 2024,1146.674595125024
Electricity,Multi-Register,Unit Rate,DD,South Wales,July 2024 - September 2024,1056.8349693492794
Electricity,Multi-Register,Unit Rate,DD,South Wales,October 2024 - December 2024,1153.1233710133226
Electricity,Multi-Register,Unit Rate,DD,South Wales,January 2025 - March 2025,1172.4894613274355
Electricity,Multi-Register,Unit Rate,DD,South Wales,April 2025 - June 2025,1229.8310687447815
Electricity,Multi-Register,Unit Rate,DD,South Wales,July 2025 - September 2025,1171.710074733902
Electricity,Multi-Register,Unit Rate,DD,South Wales,October 2025 - December 2025,1202.051061030839
Electricity,Multi-Register,Unit Rate,DD,South Wales,January 2026 - March 2026,1177.447153340417
Electricity,Multi-Register,Unit Rate,DD,South Wales,April 2026 - June 2026,1063.2822248441187
Electricity,Multi-Register,Unit Rate,DD,South Wales,July 2026 - September 2026,996.3409066233958
Gas,Gas Meter,Unit Rate,DD,North West,October 2022 - December 2022,1785.25
Gas,Gas Meter,Unit Rate,DD,North West,January 2023 - March 2023,2050.2
Gas,Gas Meter,Unit Rate,DD,North West,April 2023 - June 2023,1542.63
Gas,Gas Meter,Unit Rate,DD,North West,July 2023 - September 2023,959.83
Gas,Gas Meter,Unit Rate,DD,North West,October 2023 - December 2023,891.35
Gas,Gas Meter,Unit Rate,DD,North West,January 2024 - March 2024,951.23
Gas,Gas Meter,Unit Rate,DD,North West,April 2024 - June 2024,791.1784375377379
Gas,Gas Meter,Unit Rate,DD,North West,July 2024 - September 2024,726.8446550575576
Gas,Gas Meter,Unit Rate,DD,North West,October 2024 - December 2024,814.1839023067581
Gas,Gas Meter,Unit Rate,DD,North West,January 2025 - March 2025,825.4519408320517
Gas,Gas Meter,Unit Rate,DD,North West,April 2025 - June 2025,909.2012062729102
Gas,Gas Meter,Unit Rate,DD,North West,July 2025 - September 2025,824.6153707974993
Gas,Gas Meter,Unit Rate,DD,North West,October 2025 - December 2025,833.0003500370234
Gas,Gas Meter,Unit Rate,DD,North West,January 2026 - March 2026,768.1014966613218
Gas,Gas Meter,Unit Rate,DD,North West,April 2026 - June 2026,720.5045749514563
Gas,Gas Meter,Unit Rate,DD,North West,July 2026 - September 2026,756.14376387539
Gas,Gas Meter,Unit Rate,DD,Northern,October 2022 - December 2022,1770.71
Gas,Gas Meter,Unit Rate,DD,Northern,January 2023 - March 2023,2035.66
Gas,Gas Meter,Unit Rate,DD,Northern,April 2023 - June 2023,1533.17
Gas,Gas Meter,Unit Rate,DD,Northern,July 2023 - September 2023,950.36
Gas,Gas Meter,Unit Rate,DD,Northern,October 2023 - December 2023,881.94
Gas,Gas Meter,Unit Rate,DD,Northern,January 2024 - March 2024,941.82
Gas,Gas Meter,Unit Rate,DD,Northern,April 2024 - June 2024,798.6574469865616
Gas,Gas Meter,Unit Rate,DD,Northern,July 2024 - September 2024,734.3271199376893
Gas,Gas Meter,Unit Rate,DD,Northern,October 2024 - December 2024,821.727756534513
Gas,Gas Meter,Unit Rate,DD,Northern,January 2025 - March 2025,832.999961461821
Gas,Gas Meter,Unit Rate,DD,Northern,April 2025 - June 2025,906.7426575145497
Gas,Gas Meter,Unit Rate,DD,Northern,July 2025 - September 2025,822.0675149017901
Gas,Gas Meter,Unit Rate,DD,Northern,October 2025 - December 2025,837.334027227553
Gas,Gas Meter,Unit Rate,DD,Northern,January 2026 - March 2026,772.2631133505247
Gas,Gas Meter,Unit Rate,DD,Northern,April 2026 - June 2026,725.1653275206537
Gas,Gas Meter,Unit Rate,DD,Northern,July 2026 - September 2026,759.9853554345746
Gas,Gas Meter,Unit Rate,DD,Yorkshire,October 2022 - December 2022,1775.69
Gas,Gas Meter,Unit Rate,DD,Yorkshire,January 2023 - March 2023,2040.64
Gas,Gas Meter,Unit Rate,DD,Yorkshire,April 2023 - June 2023,1534.22
Gas,Gas Meter,Unit Rate,DD,Yorkshire,July 2023 - September 2023,951.41
Gas,Gas Meter,Unit Rate,DD,Yorkshire,October 2023 - December 2023,882.98
Gas,Gas Meter,Unit Rate,DD,Yorkshire,January 2024 - March 2024,942.86
Gas,Gas Meter,Unit Rate,DD,Yorkshire,April 2024 - June 2024,797.1346180476735
Gas,Gas Meter,Unit Rate,DD,Yorkshire,July 2024 - September 2024,732.8108656062428
Gas,Gas Meter,Unit Rate,DD,Yorkshire,October 2024 - December 2024,820.2533539754116
Gas,Gas Meter,Unit Rate,DD,Yorkshire,January 2025 - March 2025,831.5138044115595
Gas,Gas Meter,Unit Rate,DD,Yorkshire,April 2025 - June 2025,909.0740814307721
Gas,Gas Meter,Unit Rate,DD,Yorkshire,July 2025 - September 2025,824.4696306682267
Gas,Gas Meter,Unit Rate,DD,Yorkshire,October 2025 - December 2025,833.453041758895
Gas,Gas Meter,Unit Rate,DD,Yorkshire,January 2026 - March 2026,768.5346348348571
Gas,Gas Meter,Unit Rate,DD,Yorkshire,April 2026 - June 2026,723.4702387397314
Gas,Gas Meter,Unit Rate,DD,Yorkshire,July 2026 - September 2026,758.5552679552695
Gas,Gas Meter,Unit Rate,DD,Northern Scotland,October 2022 - December 2022,1779.5
Gas,Gas Meter,Unit Rate,DD,Northern Scotland,January 2023 - March 2023,2044.45
Gas,Gas Meter,Unit Rate,DD,Northern Scotland,April 2023 - June 2023,1536.97
Gas,Gas Meter,Unit Rate,DD,Northern Scotland,July 2023 - September 2023,954.17
Gas,Gas Meter,Unit Rate,DD,Northern Scotland,October 2023 - December 2023,885.72
Gas,Gas Meter,Unit Rate,DD,Northern Scotland,January 2024 - March 2024,945.6
Gas,Gas Meter,Unit Rate,DD,Northern Scotland,April 2024 - June 2024,790.7890951144249
Gas,Gas Meter,Unit Rate,DD,Northern Scotland,July 2024 - September 2024,726.5493907956187
Gas,Gas Meter,Unit Rate,DD,Northern Scotland,October 2024 - December 2024,813.9262381209594
Gas,Gas Meter,Unit Rate,DD,Northern Scotland,January 2025 - March 2025,825.1788110159841
Gas,Gas Meter,Unit Rate,DD,Northern Scotland,April 2025 - June 2025,905.2391310816467
Gas,Gas Meter,Unit Rate,DD,Northern Scotland,July 2025 - September 2025,820.5780301735617
Gas,Gas Meter,Unit Rate,DD,Northern Scotland,October 2025 - December 2025,832.4086098286425
Gas,Gas Meter,Unit Rate,DD,Northern Scotland,January 2026 - March 2026,767.567947872035
Gas,Gas Meter,Unit Rate,DD,Northern Scotland,April 2026 - June 2026,719.9691746230428
Gas,Gas Meter,Unit Rate,DD,Northern Scotland,July 2026 - September 2026,755.7438438767979
Gas,Gas Meter,Unit Rate,DD,Southern,October 2022 - December 2022,1800.12
Gas,Gas Meter,Unit Rate,DD,Southern,January 2023 - March 2023,2065.07
Gas,Gas Meter,Unit Rate,DD,Southern,April 2023 - June 2023,1553.41
Gas,Gas Meter,Unit Rate,DD,Southern,July 2023 - September 2023,970.61
Gas,Gas Meter,Unit Rate,DD,Southern,October 2023 - December 2023,902.07
Gas,Gas Meter,Unit Rate,DD,Southern,January 2024 - March 2024,961.96
Gas,Gas Meter,Unit Rate,DD,Southern,April 2024 - June 2024,806.5108141912102
Gas,Gas Meter,Unit Rate,DD,Southern,July 2024 - September 2024,742.2994481335755
Gas,Gas Meter,Unit Rate,DD,Southern,October 2024 - December 2024,830.887100188564
Gas,Gas Meter,Unit Rate,DD,Southern,January 2025 - March 2025,842.1597258824711
Gas,Gas Meter,Unit Rate,DD,Southern,April 2025 - June 2025,921.3139998612849
Gas,Gas Meter,Unit Rate,DD,Southern,July 2025 - September 2025,836.8869342045459
Gas,Gas Meter,Unit Rate,DD,Southern,October 2025 - December 2025,842.7515481661206
Gas,Gas Meter,Unit Rate,DD,Southern,January 2026 - March 2026,777.4176247127789
Gas,Gas Meter,Unit Rate,DD,Southern,April 2026 - June 2026,749.7813287356582
Gas,Gas Meter,Unit Rate,DD,Southern,July 2026 - September 2026,780.0030500655945
Gas,Gas Meter,Unit Rate,DD,Southern Scotland,October 2022 - December 2022,1779.47
Gas,Gas Meter,Unit Rate,DD,Southern Scotland,January 2023 - March 2023,2044.42
Gas,Gas Meter,Unit Rate,DD,Southern Scotland,April 2023 - June 2023,1536.96
Gas,Gas Meter,Unit Rate,DD,Southern Scotland,July 2023 - September 2023,954.16
Gas,Gas Meter,Unit Rate,DD,Southern Scotland,October 2023 - December 2023,885.71
Gas,Gas Meter,Unit Rate,DD,Southern Scotland,January 2024 - March 2024,945.59
Gas,Gas Meter,Unit Rate,DD,Southern Scotland,April 2024 - June 2024,791.096089836486
Gas,Gas Meter,Unit Rate,DD,Southern Scotland,July 2024 - September 2024,726.8080367554801
Gas,Gas Meter,Unit Rate,DD,Southern Scotland,October 2024 - December 2024,814.0616735674936
Gas,Gas Meter,Unit Rate,DD,Southern Scotland,January 2025 - March 2025,825.3245210252775
Gas,Gas Meter,Unit Rate,DD,Southern Scotland,April 2025 - June 2025,905.3297609843473
Gas,Gas Meter,Unit Rate,DD,Southern Scotland,July 2025 - September 2025,820.6663745583921
Gas,Gas Meter,Unit Rate,DD,Southern Scotland,October 2025 - December 2025,832.5242520173116
Gas,Gas Meter,Unit Rate,DD,Southern Scotland,January 2026 - March 2026,767.6593019584598
Gas,Gas Meter,Unit Rate,DD,Southern Scotland,April 2026 - June 2026,720.0550467137654
Gas,Gas Meter,Unit Rate,DD,Southern Scotland,July 2026 - September 2026,755.7959820499614
Gas,Gas Meter,Unit Rate,DD,N Wales and Mersey,October 2022 - December 2022,1787.09
Gas,Gas Meter,Unit Rate,DD,N Wales and Mersey,January 2023 - March 2023,2052.04
Gas,Gas Meter,Unit Rate,DD,N Wales and Mersey,April 2023 - June 2023,1546.16
Gas,Gas Meter,Unit Rate,DD,N Wales and Mersey,July 2023 - September 2023,963.36
Gas,Gas Meter,Unit Rate,DD,N Wales and Mersey,October 2023 - December 2023,894.86
Gas,Gas Meter,Unit Rate,DD,N Wales and Mersey,January 2024 - March 2024,954.74
Gas,Gas Meter,Unit Rate,DD,N Wales and Mersey,April 2024 - June 2024,798.1798103718377
Gas,Gas Meter,Unit Rate,DD,N Wales and Mersey,July 2024 - September 2024,733.8614124987554
Gas,Gas Meter,Unit Rate,DD,N Wales and Mersey,October 2024 - December 2024,820.788942185668
Gas,Gas Meter,Unit Rate,DD,N Wales and Mersey,January 2025 - March 2025,832.0629171850644
Gas,Gas Meter,Unit Rate,DD,N Wales and Mersey,April 2025 - June 2025,913.3558403698091
Gas,Gas Meter,Unit Rate,DD,N Wales and Mersey,July 2025 - September 2025,828.9734463729685
Gas,Gas Meter,Unit Rate,DD,N Wales and Mersey,October 2025 - December 2025,839.1733083439341
Gas,Gas Meter,Unit Rate,DD,N Wales and Mersey,January 2026 - March 2026,774.0358956603897
Gas,Gas Meter,Unit Rate,DD,N Wales and Mersey,April 2026 - June 2026,725.8874269942002
Gas,Gas Meter,Unit Rate,DD,N Wales and Mersey,July 2026 - September 2026,760.7148663071722
Gas,Gas Meter,Unit Rate,DD,London,October 2022 - December 2022,1806.1
Gas,Gas Meter,Unit Rate,DD,London,January 2023 - March 2023,2071.05
Gas,Gas Meter,Unit Rate,DD,London,April 2023 - June 2023,1542.46
Gas,Gas Meter,Unit Rate,DD,London,July 2023 - September 2023,959.65
Gas,Gas Meter,Unit Rate,DD,London,October 2023 - December 2023,891.17
Gas,Gas Meter,Unit Rate,DD,London,January 2024 - March 2024,951.06
Gas,Gas Meter,Unit Rate,DD,London,April 2024 - June 2024,809.8248453429102
Gas,Gas Meter,Unit Rate,DD,London,July 2024 - September 2024,745.542073438002
Gas,Gas Meter,Unit Rate,DD,London,October 2024 - December 2024,832.2110712704069
Gas,Gas Meter,Unit Rate,DD,London,January 2025 - March 2025,843.4661852777035
Gas,Gas Meter,Unit Rate,DD,London,April 2025 - June 2025,922.835361836084
Gas,Gas Meter,Unit Rate,DD,London,July 2025 - September 2025,838.8031314021705
Gas,Gas Meter,Unit Rate,DD,London,October 2025 - December 2025,849.6971377337304
Gas,Gas Meter,Unit Rate,DD,London,January 2026 - March 2026,784.1574713350155
Gas,Gas Meter,Unit Rate,DD,London,April 2026 - June 2026,750.6919504284215
Gas,Gas Meter,Unit Rate,DD,London,July 2026 - September 2026,781.2104455700229
Gas,Gas Meter,Unit Rate,DD,South East,October 2022 - December 2022,1781.6
